timestamp,userId,nick,twitter,dob,country
2013-12-22 11:46:03,2285,KeaAY2k,@GZKdAQ3,1992-02-03,CD
2013-12-22 15:20:30,1954,JzFySEKq,@u6RV03,1961-06-04,BF
2013-12-22 15:27:43,242,8cRdxz3XOD7,@aVOwdZDN4,1974-08-16,SL
2013-12-23 02:51:42,1001,qN1M1K,@oPSyolXW,1978-10-03,SC
2013-12-23 03:15:09,1732,RgaYrK,@lPcMoo,1979-07-31,PW
2013-12-24 19:11:53,244,sia4rEby7aW,@Nxacec,1973-03-01,TV
2013-12-25 00:56:05,5,Ls5CGWqVus,@ygWiqAHR,1997-07-11,ST
2013-12-25 12:16:40,1659,o9IRCBmW,@AjjKHW,1991-03-05,TV
2013-12-26 07:02:47,147,G6QG2XXW,@D0QD5,1971-12-28,ES
2013-12-26 08:34:13,795,DlLFtx,@FZ7zi,1976-04-04,SZ
2013-12-26 20:04:03,2310,dv7wPNOfuu,@R6XhqNr5,1983-07-13,LY
2013-12-27 02:43:38,1533,Fu2FDZY,@iQLhq2p,1987-11-28,CL
2013-12-27 04:09:41,1277,3L3R9az,@DZYoAN,1969-10-08,MR
2013-12-27 16:41:04,2175,KERksNPpQ,@1oiAPltR,1989-02-13,SB
2013-12-28 12:12:46,127,O2oZ3REvI4L,@ARZ8y,1993-10-19,VA
2013-12-28 22:18:41,441,wyZD4rC,@1liY8w,1992-10-13,LA
2013-12-31 12:15:26,1425,h5KAprDRp,@jLh2cdo6c,1991-07-07,VI
2013-12-31 16:11:41,760,jYmuOtg,@yuG0ha,1974-02-26,SR
2013-12-31 17:51:44,1435,7d5pM6,@K13Jm,1976-10-22,TJ
2014-01-01 03:06:05,698,ibjQby,@nVaIW,1982-10-17,AS
2014-01-01 11:44:51,1579,HyraBvp,@C4spJQ3J,1992-04-06,BI
2014-01-01 18:09:23,811,TGVe91yIo8,@tTOHjqRuG,1979-11-01,PF
2014-01-02 21:45:10,1212,LOECLNt,@7MPrfDa,1997-01-11,CM
2014-01-03 07:06:54,612,7XlohUr,@GVVhr7imX,1985-06-27,GF
2014-01-03 14:07:17,1562,7gWR8bZXytM,@9tSwH,1989-12-28,CF
2014-01-04 00:45:37,38,I1ssj8VaFV,@Fa6JT19,1988-09-17,TW
2014-01-04 18:38:31,821,umfGjWzJI0l,@O8Ou7Dr8M,1992-04-20,UZ
2014-01-06 13:15:05,2391,5fZ9zu1,@SdP0z,1981-03-03,GA
2014-01-07 10:40:59,1452,LrSs0M2Rs,@0GWbIQ,1957-05-28,RO
2014-01-07 12:13:33,396,U4UZUiAZF,@FNZj9N,1995-08-22,IO
2014-01-08 05:36:00,1439,YhIg30,@h2zQH2,1968-09-27,LI
2014-01-08 23:21:41,1524,bVNot4FW5ow,@dCR55w,1971-12-12,KR
2014-01-10 01:54:15,858,kacaE5I,@CcPko,1972-05-12,GM
2014-01-10 01:56:43,1430,OeuzegHQYW,@H6dE6,1958-10-05,MO
2014-01-10 11:03:54,959,SiggMCTcs84,@OJGN7,1984-03-02,GU
2014-01-10 13:22:27,788,Xu8xmWn,@3Mod2,1974-03-07,TR
2014-01-10 17:30:45,1707,k87rS2NB,@lRPDlA,1957-10-13,VI
2014-01-10 18:05:53,593,x4CJtolg,@cJGi9OFi,1986-07-17,MG
2014-01-10 21:01:45,508,NuldNm,@HIj2vs,1980-03-02,BI
2014-01-11 14:03:00,837,RBTsYzRs,@PAcRlIg9,1991-09-08,HR
2014-01-12 06:00:02,1971,OUFq7C,@gLWxtV,1965-10-17,SD
2014-01-12 06:41:17,1209,LeMbUP,@6ZIfZNPcE,1948-04-28,NL
2014-01-12 10:41:41,1910,kP6os4X,@Ge6NuVI,1980-02-25,BN
2014-01-12 15:51:10,1377,KmaGfn,@K7FhoU,1985-06-17,GN
2014-01-14 00:31:40,2164,hYnNXQMEDSo,@rdM3kpdU,1985-08-18,LI
2014-01-16 09:27:30,337,MYgTDoqQLR,@CzRdLlU7,1964-02-27,AS
2014-01-16 16:34:14,269,yJkvt6b0B,@wNYp4XT6,1980-09-07,DO
2014-01-16 21:43:52,902,aQ3nGGliIFs,@3DjfUOG,1977-03-17,AG
2014-01-18 07:17:07,1625,ulWZaZ,@F62zdsFq,1965-09-26,CF
2014-01-18 12:15:31,1825,uuVTG4,@mY6l49W,1964-12-24,EH
2014-01-19 01:26:08,2151,lSqWYb,@N5NI2,1960-06-14,IQ
2014-01-20 21:33:03,1942,yRzyC1,@0tyqAR,1954-08-30,SO
2014-01-21 04:16:28,1483,yIqJr3iX,@6tcsV9lZ,1959-02-25,HK
2014-01-21 04:43:42,1731,dMyBGz,@PtKUR,1970-02-28,CA
2014-01-21 07:57:36,2085,4yfARwDF,@uqubAdRgi,1955-11-17,GD
2014-01-21 08:49:24,1339,DsMpA4tx,@Be2p8b,1958-07-08,ER
2014-01-21 12:33:27,887,6Z7JWsqg0dF,@8yBfIE0r2,1955-02-28,BW
2014-01-22 15:43:06,228,7ZJPG2,@3tMcvi5i,1992-12-03,BE
2014-01-23 06:19:59,1591,c1F22O,@J09gE,1969-03-07,KV
2014-01-23 07:37:14,404,TSpVkr,@7oCY1,1974-11-16,GW
2014-01-23 20:38:06,150,WcwrDcK,@T2sIVUBdV,1985-03-27,MY
2014-01-24 00:34:39,1513,y12B0IoAxdy,@35rc1,1957-02-18,MC
2014-01-24 12:45:39,1594,XE812ExWy,@y3KZ25,1991-03-03,MN
2014-01-24 16:06:30,1905,Y1tS3oU,@3Y7h5A4M,1982-10-22,TT
2014-01-25 22:46:52,790,Gbm9vZDX10,@04BMG8,1981-11-07,CG
2014-01-25 23:54:56,2377,29KZrbg4k20,@N58Esa,1974-04-26,MQ
2014-01-27 01:21:03,954,5k5yPv,@gD6qOPl,1989-07-15,ER
2014-01-27 16:34:39,67,VwttNp,@wG2QVK,1972-02-05,YE
2014-01-27 23:56:03,386,l8VpeJ,@Ptizw,1972-05-06,NL
2014-01-28 05:00:13,1386,cur3Hi,@IBGmSqfTz,1997-09-30,FJ
2014-01-29 09:51:36,735,10tAy5,@9Oh5d,1975-11-11,SG
2014-01-30 01:09:10,1888,u9abwAYl,@FeFKW,1970-05-29,PW
2014-01-30 12:45:49,176,X0yGZesplXU,@w62jPxh,1965-09-05,HT
2014-01-30 17:25:15,1811,qlIMIbDuZ,@GxOLpcx5,1997-11-18,SK
2014-01-31 04:55:04,1027,BtEYpQcB,@gU6A6AB,1956-07-04,GD
2014-01-31 18:00:33,308,FmTHpY8At,@l18Fn,1991-06-15,HK
2014-01-31 21:08:34,896,7xBJ5qscC,@D3doYtY,1955-03-26,TM
2014-02-03 22:24:05,1042,YRWFRC,@CbtqPOnBi,1993-01-17,IL
2014-02-04 05:47:21,1828,04FRX1d3S,@m8WRFkMx,1978-09-25,ER
2014-02-04 22:37:10,304,QefpaAtPnkm,@S5X6o,1978-08-05,BO
2014-02-04 23:14:30,1492,elXxVIswk4,@1fAf5DYW,1962-05-28,NO
2014-02-07 11:57:59,785,mNTOu1MR2xQ,@seifRO,1987-06-25,TT
2014-02-08 12:49:59,2241,QO9Mtefmy3d,@dOgcqA,1992-02-07,MA
2014-02-08 14:10:10,731,Pora9BGf6za,@4s6DpG,1994-08-20,PS
2014-02-09 07:03:10,709,OhomUR3Hk,@zi2NLIzO,1981-03-14,PG
2014-02-09 11:56:38,940,tPVIs79rV2U,@cVBt0Pzrq,1992-04-11,CA
2014-02-09 21:42:29,6,7BCMZOTj,@1R4BO,1958-03-02,NI
2014-02-10 09:14:37,2251,9RXtkg,@vfujz,1973-07-31,AL
2014-02-10 09:40:16,588,rbR4MK9GsM,@R35Cs2Di,1979-07-15,UZ
2014-02-10 11:11:01,64,YGxzgVzY,@6lznXej,1982-11-15,OM
2014-02-12 01:57:37,1949,VOR4edsZ0m,@IZ74qOf,1961-12-05,VC
2014-02-13 14:40:27,1914,K5JQJ3EHqh,@4b2K8es,1998-06-13,CC
2014-02-14 19:44:14,1812,a3sQ3WZot,@eDJ06,1994-03-10,AR
2014-02-15 02:43:49,2361,7rQRFBD7hnT,@EKcNnSsX,1959-07-22,DE
2014-02-16 07:53:04,2384,AUL84n,@BQ4Qm,1966-03-04,WS
2014-02-16 10:51:09,1723,aCdpyH,@GAc97,1988-08-21,FM
2014-02-16 19:22:36,617,W6zj42D,@EqWFhJH4c,1971-06-05,NZ
2014-02-17 07:40:08,1994,yStaMIF,@haagGN,1960-04-07,IE
2014-02-17 19:38:38,1520,TTBVNH,@KpnOv,1954-01-30,CD
2014-02-17 21:08:33,2014,cfG6Vh7r4,@LzmScAr,1950-01-27,BE
2014-02-18 02:20:26,79,W6dIKR,@ADzHd,1997-07-26,KW
2014-02-18 07:01:02,148,IJ14EbW3S9n,@jCgwmO4,1987-09-23,BZ
2014-02-19 00:32:18,917,WyBacwXGAV,@1XwZ2u,1949-09-25,CO
2014-02-20 07:16:22,512,VhXZuUZVBd,@JoYfvi,1962-07-23,RW
2014-02-20 09:39:54,1620,wrV96R,@A6bQM8T,1984-10-28,PK
2014-02-20 21:49:46,253,RdIPvIgfB3E,@oPJZ3,1995-09-18,YE
2014-02-21 04:51:17,1629,sPq0CO,@kJP4Rl,1984-04-03,RO
2014-02-22 21:39:28,2152,3tTustHWWz4,@h7UVw,1972-01-21,KW
2014-02-22 22:53:39,2130,vGZrE1Mqjy7,@CgCVvYU,1980-06-17,PL
2014-02-23 00:38:36,1370,eKCn5Q6p8,@ZGRsHk7jv,1962-06-08,MN
2014-02-23 12:34:39,1084,cs9lFH8Q7,@EsnQs,1980-03-06,AU
2014-02-23 13:15:09,1675,3XZmqV,@BkLhP2J1,1982-05-25,WS
2014-02-23 19:13:39,1447,OqMPv768A6,@nNvhaAeJX,1970-04-05,CV
2014-02-24 18:10:10,1416,y1MfBgL0,@nESBbE,1995-06-12,ID
2014-02-25 17:26:08,934,c6hmIC,@64k8PI37,1966-05-17,NF
2014-02-26 03:53:37,410,gOSMbYV3S,@ApCARdu,1964-06-12,US
2014-02-28 00:55:07,1656,6D9o2Hdqs1i,@JR0g5RFK,1973-05-16,PW
2014-02-28 03:45:37,673,ecYLaBaYQaX,@eIUq8pO49,1970-08-11,SZ
2014-02-28 16:06:30,156,TdF3BurEe,@sAZNB,1958-02-23,GN
2014-03-01 14:03:26,1957,2bae2FKvZOa,@uvEks8bi,1958-09-08,GL
2014-03-02 13:48:53,749,G5ayiEI05,@vIsIRK,1948-01-23,BH
2014-03-04 13:38:57,260,8ZBViHOz,@arxH1o,1967-04-05,WF
2014-03-05 16:20:17,203,2vjymk,@prodL3T,1958-10-16,TN
2014-03-05 17:26:11,610,I6XI6eXEY,@M1uyfGLGR,1949-03-04,PM
2014-03-06 11:29:02,1893,KzysxCke17,@V1Haw1K,1967-12-26,DK
2014-03-06 22:39:41,82,h2TsF0mV,@MdYXAV9,1977-02-20,FM
2014-03-07 18:24:50,985,N1ZEsXDlKkD,@PNELa,1956-10-12,SY
2014-03-07 18:52:53,2339,VGjLmgW,@IqD3a,1976-04-15,VU
2014-03-08 15:28:59,558,z2qLIS0ky,@bQ4E6,1978-01-21,MK
2014-03-08 20:02:44,95,pB3Va7jf,@7j7AHMCd,1968-03-24,DK
2014-03-09 19:21:51,648,vUbi0OUiTgf,@mFfYL,1956-01-04,CL
2014-03-10 01:18:52,2376,jlKIArH,@RrXxJz,1995-06-26,KP
2014-03-11 00:10:39,1799,143HzgNZ,@bR1YiWb,1972-10-21,MG
2014-03-11 09:00:49,1422,bpvF2T,@5yRi1OG,1953-07-05,BV
2014-03-12 04:12:44,1401,AyuX5HJ,@qkxWlxc,1989-02-06,MU
2014-03-12 12:02:51,1547,LSxuI52k5C,@kwiVcxsuz,1979-01-21,PG
2014-03-12 18:55:59,987,KYJBbMIee,@YgRZkP,1966-09-27,MD
2014-03-12 19:07:35,432,6W7M6I5g7Q,@JbiimbCU,1968-04-06,SL
2014-03-12 20:54:48,19,v0KpJRYvbvQ,@9hJP3EusY,1997-09-20,MN
2014-03-12 23:40:49,1769,fugdQP3FBH,@nanE4,1989-11-07,BF
2014-03-13 16:46:02,1526,EXRpgcr4,@676AXLM,1975-12-25,SC
2014-03-15 21:12:59,233,jWYln69UoRi,@VC31dU,1959-05-11,HK
2014-03-15 23:02:37,235,yQgaX2,@X3XVq,1949-03-18,BI
2014-03-18 03:10:46,27,6BcRful,@OpQkNli,1951-11-29,LK
2014-03-18 06:58:56,636,VRJ2NfG6X,@OQcgTT,1965-05-11,AZ
2014-03-18 16:06:17,1106,tp9bTmU,@NvfgjBJ,1981-01-11,PA
2014-03-20 13:02:56,2116,olBEfsnA3Sc,@8ZR6gBJm,1985-06-18,UG
2014-03-20 13:34:06,608,lj7wOH,@tYOHI9YTJ,1967-09-14,GA
2014-03-20 14:16:12,2267,3yDQfszmh,@PsXLsor,1995-02-22,GR
2014-03-21 17:57:48,502,7QbSduGeM,@LVAblexAl,1954-03-01,MG
2014-03-22 09:29:55,352,hMaQpxTxv4,@WBQXrPP0T,1959-10-11,BB
2014-03-23 19:51:14,1434,vE4zBa,@512YkRgb,1960-07-19,BN
2014-03-23 20:26:28,2035,JZy8iPE,@q0DLJ,1991-08-12,GL
2014-03-24 14:34:38,158,ie4IoP9p,@hsAXg,1961-03-20,TG
2014-03-25 07:12:59,227,960PSyr3uwN,@2x3OxkeRM,1986-11-23,UY
2014-03-25 21:32:00,1170,mL7k1THs,@oGwoF0XLe,1986-04-03,KI
2014-03-26 09:03:23,2114,ESodNiPp,@pZZ9dhMX,1996-09-06,CM
2014-03-26 21:26:37,576,HXGLbd,@0As5mSh,1969-05-26,HN
2014-03-27 01:58:45,109,kxNQQ3B,@tenq5H,1991-07-19,LI
2014-03-27 04:28:20,1004,Ajgjx3qwtHn,@LkngJdRQu,1966-08-30,GR
2014-03-27 17:33:50,572,oc9b9C36Y,@SW11pN2EG,1990-03-19,TK
2014-03-28 21:54:21,188,Ano30b,@vvdDS,1992-02-14,MK
2014-03-29 12:27:25,2163,DMYLfg,@S5K6z,1967-06-04,TK
2014-03-30 02:34:48,1603,i6VdhI,@n4J18,1967-11-21,KG
2014-03-30 02:59:53,1652,lwGwd4ZVy,@D6QUot,1960-07-11,UG
2014-03-30 23:37:43,1446,7luis6,@daQKTR,1965-06-03,MS
2014-04-02 01:02:27,895,0nyOYCfY,@8OrRF,1970-09-29,ET
2014-04-02 22:22:54,1076,XkR0TdniDwc,@K7rQTm,1962-08-09,GE
2014-04-04 01:22:57,662,c9KSNZZG,@9CFmfidZm,1953-01-29,TT
2014-04-04 03:17:36,1798,FCIbxTu2K4R,@JPTRfU7eB,1996-04-10,AU
2014-04-04 05:23:49,2092,tLmfcDmib,@BxzC6a,1962-07-15,NA
2014-04-04 22:40:47,371,zSl4rE361U,@CLbKqIx,1989-01-21,BM
2014-04-05 00:03:46,2270,Xy63hW5Qy,@7al6b6Eu,1994-10-26,HT
2014-04-05 07:53:09,1413,KxrnSZHec,@Gg1gb7x3i,1963-04-21,SN
2014-04-05 19:54:38,2125,OXviL1UpSK,@Rphk3bugM,1976-02-24,TO
2014-04-06 15:55:14,1096,5YGohUvW,@vXxyFQ2mL,1964-08-27,BI
2014-04-06 17:08:30,1210,U3unpLojjzy,@DXWR37Y,1981-10-31,AD
2014-04-07 03:14:36,1087,4QTHRzHb,@bAWxaaG,1997-03-15,NR
2014-04-07 06:07:50,621,Jg0tr87b,@w0s2ayr,1968-09-21,TC
2014-04-08 04:13:08,2094,TASfx90tR2,@hATyjzs,1972-02-28,PA
2014-04-10 15:24:54,1643,4aHjF2t,@LErRKF,1953-06-02,DK
2014-04-12 07:26:05,1195,hH8fzL,@lOYGx0g,1954-09-22,CN
2014-04-12 10:01:21,951,J9Z9hPcmqTf,@8rEBr,1979-01-14,PL
2014-04-13 01:45:40,195,kzor4lzG4n,@GBMD3F,1949-07-12,GH
2014-04-14 02:08:34,1936,RIqHMz3p,@l7uOW,1984-08-30,MA
2014-04-14 19:55:23,677,h2aSGqPfX,@PUsdTKTj,1957-02-23,GH
2014-04-14 22:50:50,129,8KYS4Qc,@MUOXFqrR,1965-11-13,EC
2014-04-15 14:06:43,1653,AJ3g9EWIsY,@xeLjQ,1979-05-17,SH
2014-04-16 03:34:49,300,4TsdaUG,@nyX6OaU,1965-08-20,NG
2014-04-16 06:05:30,1507,MHAJf4,@U2fc1c0Ac,1976-10-10,IE
2014-04-18 17:51:32,1194,bZLzWuz7S,@smcnqa,1947-08-23,MX
2014-04-18 20:57:02,2134,BpTt2ytD,@KFVBWfMCP,1990-10-09,EC
2014-04-19 08:13:14,506,UMAT8HzYf,@KDC26,1965-09-25,BM
2014-04-20 05:05:37,2001,Asp96EyF,@94zNrRx,1975-12-07,ID
2014-04-21 07:36:32,2078,d4CM5t,@DXVZLwk,1954-03-28,MH
2014-04-21 21:55:05,1759,5jFmXHX8,@eOdCzzs2,1998-01-18,GP
2014-04-22 10:52:40,1049,SPC86tln,@QODOSnrk,1961-05-02,FI
2014-04-22 18:20:02,419,RFdASY,@eeZrW,1974-02-24,GN
2014-04-23 16:07:48,1061,Lh8EE8M0dG,@7CASmGa,1982-06-06,BY
2014-04-23 21:40:06,2288,Nygr2Thb,@MAcVNfAy,1993-08-27,MX
2014-04-24 01:29:47,387,4tLVac,@Fyz8zrT,1977-02-25,CH
2014-04-24 22:13:00,937,5ZzGu2GJwve,@UCnt4,1967-03-18,ZM
2014-04-25 10:54:31,830,kTF1OMT2r0,@vAcHkFS,1965-02-25,NZ
2014-04-25 17:01:19,478,Y48T1Ij,@yd2Ik,1997-09-27,SD
2014-04-26 21:30:59,2293,Yb5e3mMcXy,@Nlbdk,1977-10-19,KH
2014-04-27 06:36:47,540,L5WNzwT,@dchkpmC,1950-08-02,EG
2014-04-28 14:05:11,1758,8upqI5zg6A,@svDwX,1983-05-25,GT
2014-04-28 15:10:36,1213,kffXotKsv,@bcKeaX4dL,1986-01-04,HN
2014-04-30 01:24:35,716,lIjbWu,@N8ooHpmZ,1996-11-13,GY
2014-04-30 05:16:24,1008,1ubJj4WxKx,@gnkGj,1962-11-17,ER
2014-04-30 19:02:10,1205,DLykx7be,@RQze1D,1991-03-16,BZ
2014-05-01 11:04:43,1328,hCR3bM,@1JXMVO,1990-08-20,ME
2014-05-02 04:37:03,670,dPFkHE,@nFRk9VU,1972-06-17,TK
2014-05-02 10:15:06,1471,F01k4lAfemF,@5rt2I,1991-07-08,VA
2014-05-03 12:43:22,933,ZSJ1xtuOM5,@LiLFGU,1965-02-07,MZ
2014-05-04 20:03:05,1109,S0XOid9UiLr,@umgqkYCEj,1995-10-03,TM
2014-05-05 01:29:23,63,Fwk7CiHRQ,@zPIyd6Y,1988-08-04,BB
2014-05-05 06:16:38,503,k2JZjZQBe4j,@XtfFhT,1978-04-26,HU
2014-05-07 03:21:13,1098,FcUoCmLIhWU,@GekAqMJd6,1996-12-29,GE
2014-05-07 06:22:35,2363,M7bBNqA,@7sicyYlm2,1980-09-28,KZ
2014-05-07 18:28:22,293,9NbnVcO,@IQ2KZd,1993-02-15,MP
2014-05-07 21:29:51,762,F9adLa8aGMO,@7NDMY2OAe,1974-05-18,SG
2014-05-08 12:00:26,1327,0YGaFWkJn,@Q19KvQp8,1966-07-14,MW
2014-05-09 06:20:42,2279,KqRAUGdlg,@A45Vep6,1973-11-26,AN
2014-05-09 11:36:42,603,DOnCPcVfJ,@7zXgcLJ,1994-02-21,AW
2014-05-09 22:19:00,1965,tW8IqyKg,@lw6kHj,1955-10-01,TN
2014-05-10 11:58:59,1669,ZKwHoJ,@5MqR7,1974-03-15,KZ
2014-05-12 01:57:57,434,MzBvw2AXn4d,@qr9TbA,1951-06-24,IR
2014-05-12 07:31:35,1955,CWfL7lDSXNw,@ko9wo,1957-11-21,MS
2014-05-12 14:07:09,1383,Pg45GfD9x,@la2rp,1995-06-05,KM
2014-05-13 19:28:34,1272,SUjQRoZywg,@ffp32n,1957-02-19,AO
2014-05-14 13:05:33,99,MtGUjp,@lwDawK,1992-11-15,BG
2014-05-15 08:54:44,1197,2gRaR91,@n4Q2n15,1996-03-16,DM
2014-05-15 23:32:41,2178,7lq574m9,@78mSG,1957-04-26,RU
2014-05-16 10:23:27,87,FtcHSycSlq,@M5qAc,1966-01-01,EH
2014-05-16 15:51:10,1063,AWGeoj,@pMip0LY,1996-06-12,MD
2014-05-17 00:38:43,326,qsQFZuSO1,@QIgPfH,1990-05-10,FJ
2014-05-17 01:31:04,2048,fZDesv,@0TvlAr,1983-10-11,CV
2014-05-18 22:46:54,1869,6nZd18oZj0l,@anp2nUOPx,1990-05-27,GU
2014-05-19 20:04:59,2006,OItX2GaSRc1,@E7rCi,1983-04-17,GD
2014-05-20 01:39:07,845,QAlijvEp,@wc2uwI9,1992-03-28,AN
2014-05-21 08:33:23,463,gDVe9Kt24ix,@Xmo8Kez,1993-12-11,BR
2014-05-21 19:34:51,68,uT668Ts,@cAu9nz,1982-01-12,MH
2014-05-21 20:02:21,781,l07GcE,@Qv9JZ6DM,1990-02-14,MY
2014-05-22 04:15:34,859,E2ILofsy0qq,@BYFgGCvT,1973-01-19,SE
2014-05-22 13:24:23,1721,BIEa5UaFd,@wHsMy,1949-12-10,BN
2014-05-23 01:05:12,1045,CqlNnF7qA5n,@LRReUL,1951-05-23,RE
2014-05-23 02:25:54,1094,5XTmqQyJ,@w36yCNF,1982-04-08,MU
2014-05-23 10:56:11,2230,iRsRLUR,@dqyqd4GN,1960-03-09,TK
2014-05-23 21:51:18,653,0j6Fej,@gxgpDkC,1951-07-09,BN
2014-05-24 00:57:30,755,LdekSnGRNn,@G6ynK5C2J,1992-06-28,SZ
2014-05-24 11:35:21,786,2rJk01C1G,@hWVdzEt5,1996-03-09,AU
2014-05-25 01:17:07,761,IxkpyJA,@dbg36Xc,1985-03-08,UZ
2014-05-25 08:09:32,2030,T9XXc9jX,@b5Hnb,1989-06-03,CM
2014-05-25 12:41:13,1985,JCtTY0g,@CTisijM1,1965-11-14,US
2014-05-25 20:36:33,1658,VBAoAoPXtp,@74pik,1977-03-29,VE
2014-05-26 14:01:16,2172,MjudqQdgb7R,@RkaIx,1954-01-14,NE
2014-05-27 09:41:36,1241,SJSoPIUPQvt,@DhEwbFDOP,1963-06-03,IS
2014-05-27 23:59:22,1742,GgiCk0,@8CXxdhrja,1957-08-18,MH
2014-05-28 00:47:29,583,CQ0ZrQ1U,@fv4UJF,1987-01-15,CD
2014-05-28 23:06:05,1288,ovoUzet,@f8soo42qj,1956-12-15,LT
2014-05-29 12:06:21,403,zqsBylb2iAI,@PoejB5l,1989-01-27,JM
2014-05-29 16:07:07,1285,GAOPIcG,@Wsl5O,1985-10-02,PH
2014-05-29 16:51:09,944,mLzLAF5W4j,@nK1S4gt,1958-03-01,SA
2014-05-29 22:53:08,172,re3s948jcM,@759jpOtNP,1970-07-06,AT
2014-05-30 09:26:42,1673,bbjIW2zN6YI,@vZR196n,1991-02-26,VA
2014-05-30 12:16:35,2308,PEs0mB0Ab,@vROFbbg,1979-08-21,KW
2014-05-30 13:22:00,1225,ByRi9F,@Hri8iDBbJ,1995-12-02,TF
2014-05-30 16:36:29,1167,uCKOXoB,@Sm6tCcGA,1981-01-15,CN
2014-05-30 17:59:44,2262,HAJMpxS5Hx,@ah6RugUR,1962-10-24,NA
2014-05-31 08:35:30,2192,AyMlNYYPtxa,@mdFcdF,1980-11-21,YT
2014-06-02 20:02:32,1998,IVYgDTW8gIl,@ziahqQalh,1998-06-07,KN
2014-06-02 23:00:42,1193,lEFaLOWvG,@B1YPnK7xY,1964-05-22,PR
2014-06-03 23:29:48,700,ujBUeLIQ3l,@uqc4A,1968-10-09,MH
2014-06-04 14:14:03,2064,uN0KC1K,@mTzSaRn,1988-08-08,AD
2014-06-04 19:29:47,1775,f6YNqBFqY,@6k0rp8,1994-09-13,AQ
2014-06-05 07:41:07,1661,4vUAQzW46M,@rS9OAzWdQ,1964-09-20,NP
2014-06-05 10:21:44,416,uQIP772m,@OnLvsxvBV,1975-02-28,GI
2014-06-05 21:11:31,545,AQuR1z6cql,@vETUrDK,1993-01-21,HK
2014-06-05 22:06:56,580,Puixhl,@XvcRrx,1987-07-06,KV
2014-06-06 04:32:27,52,yHxp17q6,@2L49pvK9j,1948-10-16,HN
2014-06-06 12:14:41,485,Mxr5eMdK7V3,@IOXmFUQPi,1992-04-09,GL
2014-06-07 04:10:30,2282,KEPQ2jhVOcN,@qGZKXYLd,1985-05-13,EC
2014-06-10 02:33:48,2005,aD2Yzq7,@IoLjIFH6,1958-01-24,CR
2014-06-10 17:40:35,2145,M97910uOTo,@96OeBHDxl,1984-07-16,LI
2014-06-11 11:55:08,1270,zRwn1UmdfS,@iB1YZ,1955-09-21,PN
2014-06-12 03:45:36,1900,0L1Mp5VVaYG,@KGxKe,1995-12-08,RU
2014-06-12 12:15:28,455,nLyZDFc8VE9,@u82x5,1982-06-26,TR
2014-06-12 20:11:35,160,Zuum6UuVz,@QUtBnwx,1950-12-21,LR
2014-06-13 10:54:20,1746,Ov2iQp,@vV2JWk,1965-10-02,SB
2014-06-13 14:43:05,1397,bds9bv,@DIYps07,1971-08-13,IQ
2014-06-14 01:05:12,1470,tmZeCtqp0,@8TCh0gO,1965-06-24,DK
2014-06-14 12:14:36,732,VEz8sxAnwy,@VHWiRxqB,1978-09-09,IT
2014-06-15 02:30:07,2042,OIDx7NAHOS,@pj2HQb,1974-08-31,VU
2014-06-15 09:04:26,157,o9awVS5,@GaNGdVo7s,1977-12-03,PN
2014-06-15 20:03:43,1120,Qo7QGmoZ,@CUiSMvs,1994-06-19,SA
2014-06-16 10:10:54,666,rwMU4U19,@SkMIxRfai,1987-09-04,ZW
2014-06-17 15:38:02,1478,60Lm0628FG,@ZW3ymsZf,1968-12-17,BY
2014-06-19 13:05:49,1801,wHB1bq2p6,@32TVXNq4,1975-10-17,IQ
2014-06-20 04:06:42,1249,jKAWDIRXGZ,@k6vYI2JyD,1998-06-08,ZM
2014-06-20 12:33:31,1894,vfcUJGXx,@ryaKPqOSL,1963-03-02,AM
2014-06-22 05:42:38,1571,xM88gT,@TDIE1,1983-01-11,KY
2014-06-23 13:17:00,1506,77glKg3CHeG,@Lpdyw,1951-03-26,UM
2014-06-25 00:09:48,2154,vJicOUEbio,@vBrS9,1989-01-30,BA
2014-06-25 17:48:44,1297,srAVPhE,@a72ekaq,1984-05-23,ZW
2014-06-25 23:06:50,723,lwk6tCWTLN,@GYXkps,1948-08-23,BB
2014-06-28 06:29:47,1588,0aGw1K,@Sh0fPAZoj,1987-10-31,KI
2014-06-29 14:29:33,838,HgbbyS6omb,@sBFjkpw8,1966-07-09,GP
2014-06-30 01:32:19,1876,mMpXasbgN,@rHzjInOP,1958-07-16,IL
2014-07-01 11:57:00,1807,A0nuVlXQ,@4F1cFvPNr,1957-04-21,UG
2014-07-02 14:10:14,2356,DkpyK1GrQZT,@s0Moc,1953-10-15,IO
2014-07-02 17:36:20,1368,L7cJa7,@zTAuY,1980-08-26,HR
2014-07-03 02:53:18,1824,I4YRLAhS3,@GNrU9mF10,1977-10-21,SJ
2014-07-03 09:38:06,327,rge2wa8E1Y,@htnZmIj,1973-05-04,EC
2014-07-04 12:15:36,2150,bMA1auI2tz,@dRjEQ13kM,1971-07-27,NO
2014-07-05 02:39:20,787,0VIECDif,@0HqOQb,1978-01-11,LV
2014-07-05 05:45:18,1916,1yCEHX6,@yvbYWNUNR,1988-01-27,CV
2014-07-07 06:20:28,2246,woMDkAmku,@NVLPlJDL,1985-03-23,ID
2014-07-07 21:51:31,376,xbso4iJMsx2,@oTpMSx0am,1987-12-31,SL
2014-07-08 06:21:49,1228,QvdSCvuA,@xNVjSL6j,1989-09-22,BW
